"PredID","PreyID","Diet","DetritusFate"
1,1,0,0
2,1,0,1
3,1,0,1
4,1,0,1
5,1,0,1
6,1,1,1
7,1,0.333333343267441,1
8,1,0.200000002980232,1
9,1,0.200000002980232,1
10,1,0.100000001490116,1
11,1,0,1
12,1,0,1
13,1,0,1
14,1,0,1
15,1,0,1
16,1,0,1
17,1,0,1
18,1,0,1
19,1,0,1
20,1,0,1
21,1,0,1
22,1,0,1
23,1,0,1
24,1,0,1
25,1,0,1
26,1,0,1
27,1,0,1
28,1,0,1
29,1,0,1
30,1,0,1
31,1,0,1
32,1,0,1
33,1,0,1
34,1,0,1
35,1,0,1
36,1,0,1
37,1,0,1
38,1,0,1
39,1,0,1
40,1,0,1
41,1,0,1
42,1,0,1
43,1,0,1
44,1,0,1
45,1,0,1
46,1,0,1
47,1,0,1
48,1,0,1
49,1,0,1
50,1,0,1
51,1,0,1
1,2,0,0
2,2,0,0
3,2,1,0
4,2,0.5,0
5,2,0,0
6,2,0,0
7,2,0.333333343267441,0
8,2,0,0
9,2,0,0
10,2,0,0
11,2,0,0
12,2,0,0
13,2,0,0
14,2,0,0
15,2,0,0
16,2,0,0
17,2,0,0
18,2,0,0
19,2,0,0
20,2,0,0
21,2,0,0
22,2,0,0
23,2,0,0
24,2,0,0
25,2,0,0
26,2,0,0
27,2,0,0
28,2,0,0
29,2,0,0
30,2,0,0
31,2,0,0
32,2,0.00373831763863564,0
33,2,0.00373831763863564,0
34,2,0,0
35,2,0,0
36,2,0,0
37,2,0,0
38,2,0,0
39,2,0,0
40,2,0,0
41,2,0,0
42,2,0,0
43,2,0,0
44,2,0,0
45,2,0,0
46,2,0,0
47,2,0,0
48,2,0,0
49,2,0,0
50,2,0,0
51,2,0,0
1,3,0,0
2,3,0,0
3,3,0,0
4,3,0.5,0
5,3,0,0
6,3,0,0
7,3,0.333333343267441,0
8,3,0.300000011920929,0
9,3,0.100000001490116,0
10,3,0.200000002980232,0
11,3,0.992982923984528,0
12,3,0.608994364738464,0
13,3,0.993570983409882,0
14,3,0.556268692016602,0
15,3,0.467173278331757,0
16,3,0.744522452354431,0
17,3,0.0788643509149551,0
18,3,0.000220022004214115,0
19,3,0.475873231887817,0
20,3,0.17215259373188,0
21,3,0.327964425086975,0
22,3,0.327844977378845,0
23,3,0,0
24,3,0.476190477609634,0
25,3,0.00699300691485405,0
26,3,0,0
27,3,0,0
28,3,0,0
29,3,0,0
30,3,0.026041666045785,0
31,3,0.000135998910991475,0
32,3,0.934579432010651,0
33,3,0.934579432010651,0
34,3,0.226963236927986,0
35,3,0.00573284924030304,0
36,3,0.00491642113775015,0
37,3,0,0
38,3,0,0
39,3,0,0
40,3,0.00161943316925317,0
41,3,0.0131648229435086,0
42,3,0.00729128485545516,0
43,3,0,0
44,3,0,0
45,3,0.570906579494476,0
46,3,0,0
47,3,0,0
48,3,0,0
49,3,0,0
50,3,0,0
51,3,0,0
1,4,0,0
2,4,0,0
3,4,0,0
4,4,0,0
5,4,0,0
6,4,0,0
7,4,0,0
8,4,0.200000002980232,0
9,4,0.100000001490116,0
10,4,0.100000001490116,0
11,4,0.00661988602951169,0
12,4,0.390381008386612,0
13,4,0.00584453530609608,0
14,4,0.178291261196136,0
15,4,0.186869323253632,0
16,4,0.148904487490654,0
17,4,0.835962116718292,0
18,4,0.330033004283905,0
19,4,0.14276197552681,0
20,4,6.8861038016621e-05,0
21,4,0.109321475028992,0
22,4,0.109281651675701,0
23,4,0,0
24,4,0.476190477609634,0
25,4,0.00699300691485405,0
26,4,0,0
27,4,0,0
28,4,0,0
29,4,0,0
30,4,0.0520833320915699,0
31,4,0.0679994523525238,0
32,4,0.00373831763863564,0
33,4,0.00373831763863564,0
34,4,0.0907852947711945,0
35,4,0.133766487240791,0
36,4,0.00589970499277115,0
37,4,0,0
38,4,0,0
39,4,0.00038714671973139,0
40,4,0.00242914981208742,0
41,4,0,0
42,4,0.018228217959404,0
43,4,6.66466730763204e-05,0
44,4,6.57700002193451e-05,0
45,4,0.0114181321114302,0
46,4,0.499800086021423,0
47,4,0.000150738618685864,0
48,4,0,0
49,4,0,0
50,4,0.00479660741984844,0
51,4,0,0
1,5,0,0
2,5,0,0
3,5,0,0
4,5,0,0
5,5,0,0
6,5,0,0
7,5,0,0
8,5,0.300000011920929,0
9,5,0.300000011920929,0
10,5,0.200000002980232,0
11,5,0,0
12,5,0,0
13,5,0,0
14,5,0,0
15,5,0,0
16,5,0,0
17,5,0,0
18,5,0,0
19,5,0,0
20,5,0,0
21,5,0,0
22,5,0,0
23,5,0,0
24,5,0.00952380895614624,0
25,5,0,0
26,5,0,0
27,5,0,0
28,5,0,0
29,5,0,0
30,5,0,0
31,5,0,0
32,5,0,0
33,5,0,0
34,5,0,0
35,5,0,0
36,5,0,0
37,5,0,0
38,5,0,0
39,5,0,0
40,5,0,0
41,5,0,0
42,5,0,0
43,5,0,0
44,5,0,0
45,5,0,0
46,5,0,0
47,5,0,0
48,5,0,0
49,5,0,0
50,5,0.000599575927481055,0
51,5,0,0
1,6,0,0
2,6,0,0
3,6,0,0
4,6,0,0
5,6,0,0
6,6,0,0
7,6,0,0
8,6,0,0
9,6,0.100000001490116,0
10,6,0.100000001490116,0
11,6,0,0
12,6,0,0
13,6,0,0
14,6,0,0
15,6,0,0
16,6,0,0
17,6,0,0
18,6,0,0
19,6,0,0
20,6,0,0
21,6,0,0
22,6,0,0
23,6,0.00938262324780226,0
24,6,0.00952380895614624,0
25,6,0.00699300691485405,0
26,6,0.588235318660736,0
27,6,0.249875068664551,0
28,6,0.0033222590573132,0
29,6,0.00132978719193488,0
30,6,0.0364583320915699,0
31,6,0.00027199782198295,0
32,6,0.00186915881931782,0
33,6,0.00186915881931782,0
34,6,0.00136177940294147,0
35,6,0.000573284924030304,0
36,6,0,0
37,6,0,0
38,6,0,0
39,6,0,0
40,6,0,0
41,6,0,0
42,6,0,0
43,6,0,0
44,6,0,0
45,6,0,0
46,6,0,0
47,6,0.000150738618685864,0
48,6,0,0
49,6,0,0
50,6,0.0245826132595539,0
51,6,0,0
1,7,0,0
2,7,0,0
3,7,0,0
4,7,0,0
5,7,0,0
6,7,0,0
7,7,0,0
8,7,0,0
9,7,0,0
10,7,0,0
11,7,0,0
12,7,0,0
13,7,0,0
14,7,0,0
15,7,0,0
16,7,0,0
17,7,0,0
18,7,0,0
19,7,0.14276197552681,0
20,7,0.17215259373188,0
21,7,0.364404916763306,0
22,7,0.364272177219391,0
23,7,0.741227269172668,0
24,7,0,0
25,7,0.349650353193283,0
26,7,0,0
27,7,0,0
28,7,0,0
29,7,0.332446813583374,0
30,7,0.10416666418314,0
31,7,0.271997809410095,0
32,7,0.00934579409658909,0
33,7,0.00934579409658909,0
34,7,0.226963236927986,0
35,7,0.191094979643822,0
36,7,0,0
37,7,0,0
38,7,0,0
39,7,0,0
40,7,0,0
41,7,0,0
42,7,0,0
43,7,0,0
44,7,0,0
45,7,0,0
46,7,0,0
47,7,0,0
48,7,0,0
49,7,0,0
50,7,0.842004477977753,0
51,7,0,0
1,8,0,0
2,8,0,0
3,8,0,0
4,8,0,0
5,8,0,0
6,8,0,0
7,8,0,0
8,8,0,0
9,8,0.100000001490116,0
10,8,0.200000002980232,0
11,8,0.000132397719426081,0
12,8,7.80761984060518e-05,0
13,8,0.000584453518968076,0
14,8,0.178291261196136,0
15,8,0.218014195561409,0
16,8,0.106360346078873,0
17,8,0.0788643509149551,0
18,8,0.330033004283905,0
19,8,0.237936615943909,0
20,8,0.516457796096802,0
21,8,0.196778655052185,0
22,8,0.196706980466843,0
23,8,0.234565585851669,0
24,8,0.0190476179122925,0
25,8,0.629370629787445,0
26,8,0.411764711141586,0
27,8,0.749625205993652,0
28,8,0.996677756309509,0
29,8,0.664893627166748,0
30,8,0.78125,0
31,8,0.611995100975037,0
32,8,0.0467289723455906,0
33,8,0.0467289723455906,0
34,8,0.453926473855972,0
35,8,0.668832421302795,0
36,8,0.983284175395966,0
37,8,0.296841591596603,0
38,8,0.297123849391937,0
39,8,0.00967866834253073,0
40,8,0.00161943316925317,0
41,8,0.0131648229435086,0
42,8,0.36456435918808,0
43,8,6.66466730763204e-05,0
44,8,6.57700002193451e-05,0
45,8,0.411052763462067,0
46,8,0.499800086021423,0
47,8,0.572806775569916,0
48,8,0,0
49,8,0,0
50,8,0.109922252595425,0
51,8,0,0
1,9,0,0
2,9,0,0
3,9,0,0
4,9,0,0
5,9,0,0
6,9,0,0
7,9,0,0
8,9,0,0
9,9,0.100000001490116,0
10,9,0.100000001490116,0
11,9,0.000132397719426081,0
12,9,0.000312304793624207,0
13,9,0,0
14,9,0.00142633006908,0
15,9,0.00311448867432773,0
16,9,0.000212720697163604,0
17,9,0.00315457419492304,0
18,9,0.00440044002607465,0
19,9,0,0
20,9,0.103291556239128,0
21,9,0.00145761971361935,0
22,9,0.0014570887433365,0
23,9,0.00187652464956045,0
24,9,0.00952380895614624,0
25,9,0,0
26,9,0,0
27,9,0,0
28,9,0,0
29,9,0.000664893595967442,0
30,9,0,0
31,9,0.00679994560778141,0
32,9,0,0
33,9,0,0
34,9,0,0
35,9,0,0
36,9,0,0
37,9,0.00118736643344164,0
38,9,0.000356548611307517,0
39,9,0,0
40,9,0,0
41,9,0,0
42,9,0.036456435918808,0
43,9,0.0133293345570564,0
44,9,0.013154000043869,0
45,9,0.000456725276308134,0
46,9,0.000199920032173395,0
47,9,0,0
48,9,0,0
49,9,0.0500000007450581,0
50,9,0,0
51,9,0,0
1,10,0,0
2,10,0,0
3,10,0,0
4,10,0,0
5,10,0,0
6,10,0,0
7,10,0,0
8,10,0,0
9,10,0,0
10,10,0,0
11,10,0.000132397719426081,0
12,10,7.80761984060518e-05,0
13,10,0,0
14,10,0,0
15,10,0,0
16,10,0,0
17,10,0.00315457419492304,0
18,10,0.00440044002607465,0
19,10,0,0
20,10,0.0206583123654127,0
21,10,0,0
22,10,0.000364272185834125,0
23,10,0.000281478685792536,0
24,10,0,0
25,10,0,0
26,10,0,0
27,10,0,0
28,10,0,0
29,10,0,0
30,10,0,0
31,10,0,0
32,10,0,0
33,10,0,0
34,10,0,0
35,10,0,0
36,10,0,0
37,10,0.000237473272136413,0
38,10,0.000118849537102506,0
39,10,0,0
40,10,0,0
41,10,0,0
42,10,0,0
43,10,0.00666466727852821,0
44,10,0.0197310000658035,0
45,10,0,0
46,10,0,0
47,10,0,0
48,10,0,0
49,10,0,0
50,10,0,0
51,10,0,0
1,11,0,0
2,11,0,0
3,11,0,0
4,11,0,0
5,11,0,0
6,11,0,0
7,11,0,0
8,11,0,0
9,11,0,0
10,11,0,0
11,11,0,0
12,11,7.80761984060518e-05,0
13,11,0,0
14,11,0.0142633002251387,0
15,11,0.0311448853462934,0
16,11,0,0
17,11,0,0
18,11,0.110011003911495,0
19,11,0,0
20,11,0.00137722073122859,0
21,11,0,0
22,11,0,0
23,11,0.00469131162390113,0
24,11,0,0
25,11,0,0
26,11,0,0
27,11,0,0
28,11,0,0
29,11,0,0
30,11,0,0
31,11,0,0
32,11,0,0
33,11,0,0
34,11,0,0
35,11,0,0
36,11,0.000983284204266965,0
37,11,0.0237473286688328,0
38,11,0.0237699076533318,0
39,11,0.0116144027560949,0
40,11,0.000809716584626585,0
41,11,0,0
42,11,0.000729128660168499,0
43,11,0.0333233363926411,0
44,11,0.0328850001096725,0
45,11,0,0
46,11,0,0
47,11,0.00301477243192494,0
48,11,0.00699185393750668,0
49,11,0.0500000007450581,0
50,11,0,0
51,11,0.0474999994039536,0
1,12,0,0
2,12,0,0
3,12,0,0
4,12,0,0
5,12,0,0
6,12,0,0
7,12,0,0
8,12,0,0
9,12,0,0
10,12,0,0
11,12,0,0
12,12,0,0
13,12,0,0
14,12,0,0
15,12,0,0
16,12,0,0
17,12,0,0
18,12,0.110011003911495,0
19,12,0,0
20,12,0,0
21,12,0,0
22,12,0,0
23,12,9.38262310228311e-05,0
24,12,0,0
25,12,0,0
26,12,0,0
27,12,0,0
28,12,0,0
29,12,0,0
30,12,0,0
31,12,0,0
32,12,0,0
33,12,0,0
34,12,0,0
35,12,0,0
36,12,0,0
37,12,0.000118736636068206,0
38,12,0.000118849537102506,0
39,12,0.580720067024231,0
40,12,0.000809716584626585,0
41,12,0.105318583548069,0
42,12,0,0
43,12,0.233263358473778,0
44,12,0.230195000767708,0
45,12,0,0
46,12,0,0
47,12,0.120590895414352,0
48,12,0.00699185393750668,0
49,12,0.100000001490116,0
50,12,0,0
51,12,0.0949999988079071,0
1,13,0,0
2,13,0,0
3,13,0,0
4,13,0,0
5,13,0,0
6,13,0,0
7,13,0,0
8,13,0,0
9,13,0,0
10,13,0,0
11,13,0,0
12,13,0,0
13,13,0,0
14,13,0,0
15,13,0,0
16,13,0,0
17,13,0,0
18,13,0.110011003911495,0
19,13,0,0
20,13,0,0
21,13,0,0
22,13,0,0
23,13,0.000281478685792536,0
24,13,0,0
25,13,0,0
26,13,0,0
27,13,0,0
28,13,0,0
29,13,0,0
30,13,0,0
31,13,0,0
32,13,0,0
33,13,0,0
34,13,0,0
35,13,0,0
36,13,0,0
37,13,0.000118736636068206,0
38,13,0.000118849537102506,0
39,13,0.38714674115181,0
40,13,0.000809716584626585,0
41,13,0.0789889395236969,0
42,13,0,0
43,13,0.233263358473778,0
44,13,0.230195000767708,0
45,13,0,0
46,13,0,0
47,13,0.07536930590868,0
48,13,0.000199767237063497,0
49,13,0.100000001490116,0
50,13,0.000199858637643047,0
51,13,0.00130000000353903,0
1,14,0,0
2,14,0,0
3,14,0,0
4,14,0,0
5,14,0,0
6,14,0,0
7,14,0,0
8,14,0,0
9,14,0,0
10,14,0,0
11,14,0,0
12,14,0,0
13,14,0,0
14,14,7.13164990884252e-05,0
15,14,6.22897714492865e-05,0
16,14,0,0
17,14,0,0
18,14,0.000220022004214115,0
19,14,0,0
20,14,0,0
21,14,0,0
22,14,0,0
23,14,9.38262310228311e-05,0
24,14,0,0
25,14,0,0
26,14,0,0
27,14,0,0
28,14,0,0
29,14,0,0
30,14,0,0
31,14,0,0
32,14,0,0
33,14,0,0
34,14,0,0
35,14,0,0
36,14,0,0
37,14,0.000356209930032492,0
38,14,0.000356548611307517,0
39,14,0.00038714671973139,0
40,14,0,0
41,14,0.0526592917740345,0
42,14,0.000364564330084249,0
43,14,0.0333233363926411,0
44,14,0.0328850001096725,0
45,14,0,0
46,14,0,0
47,14,0.07536930590868,0
48,14,9.98836185317487e-05,0
49,14,0,0
50,14,0.00229837442748249,0
51,14,0.00329999998211861,0
1,15,0,0
2,15,0,0
3,15,0,0
4,15,0,0
5,15,0,0
6,15,0,0
7,15,0,0
8,15,0,0
9,15,0,0
10,15,0,0
11,15,0,0
12,15,0,0
13,15,0,0
14,15,0,0
15,15,0,0
16,15,0,0
17,15,0,0
18,15,0,0
19,15,0,0
20,15,0,0
21,15,0,0
22,15,0,0
23,15,0,0
24,15,0,0
25,15,0,0
26,15,0,0
27,15,0,0
28,15,0,0
29,15,0,0
30,15,0,0
31,15,0,0
32,15,0,0
33,15,0,0
34,15,0,0
35,15,0,0
36,15,0,0
37,15,0,0
38,15,0,0
39,15,0.00038714671973139,0
40,15,0,0
41,15,0.0526592917740345,0
42,15,0,0
43,15,0.0399880036711693,0
44,15,0.0394620001316071,0
45,15,0,0
46,15,0,0
47,15,0.07536930590868,0
48,15,0,0
49,15,0,0
50,15,0,0
51,15,0,0
1,16,0,0
2,16,0,0
3,16,0,0
4,16,0,0
5,16,0,0
6,16,0,0
7,16,0,0
8,16,0,0
9,16,0,0
10,16,0,0
11,16,0,0
12,16,7.80761984060518e-05,0
13,16,0,0
14,16,0.0713165029883385,0
15,16,0.0934346616268158,0
16,16,0,0
17,16,0,0
18,16,0.000660065968986601,0
19,16,0.000666222535073757,0
20,16,0.0137722073122859,0
21,16,7.28809827705845e-05,0
22,16,7.28544328012504e-05,0
23,16,0.00750609859824181,0
24,16,0,0
25,16,0,0
26,16,0,0
27,16,0.000499750138260424,0
28,16,0,0
29,16,0.000664893595967442,0
30,16,0,0
31,16,0.0407996736466885,0
32,16,0,0
33,16,0,0
34,16,0,0
35,16,0,0
36,16,0.00294985249638557,0
37,16,0.178104966878891,0
38,16,0.178274303674698,0
39,16,0,0
40,16,0.000809716584626585,0
41,16,0.0026329648680985,0
42,16,0.00729128485545516,0
43,16,0.299910038709641,0
44,16,0.295965015888214,0
45,16,0.00616579130291939,0
46,16,0,0
47,16,0.07536930590868,0
48,16,9.98836185317487e-05,0
49,16,0,0
50,16,0.00339759676717222,0
51,16,0.000699999975040555,0
1,17,0,0
2,17,0,0
3,17,0,0
4,17,0,0
5,17,0,0
6,17,0,0
7,17,0,0
8,17,0,0
9,17,0,0
10,17,0,0
11,17,0,0
12,17,0,0
13,17,0,0
14,17,0,0
15,17,0,0
16,17,0,0
17,17,0,0
18,17,0,0
19,17,0,0
20,17,0,0
21,17,0,0
22,17,0,0
23,17,0,0
24,17,0,0
25,17,0,0
26,17,0,0
27,17,0,0
28,17,0,0
29,17,0,0
30,17,0,0
31,17,0,0
32,17,0,0
33,17,0,0
34,17,0,0
35,17,0,0
36,17,0,0
37,17,0,0
38,17,0,0
39,17,0,0
40,17,0,0
41,17,0,0
42,17,0,0
43,17,0,0
44,17,0,0
45,17,0,0
46,17,0,0
47,17,0,0
48,17,0.00449476297944784,0
49,17,0,0
50,17,0,0
51,17,0,0
1,18,0,0
2,18,0,0
3,18,0,0
4,18,0,0
5,18,0,0
6,18,0,0
7,18,0,0
8,18,0,0
9,18,0,0
10,18,0,0
11,18,0,0
12,18,0,0
13,18,0,0
14,18,0,0
15,18,0,0
16,18,0,0
17,18,0,0
18,18,0,0
19,18,0,0
20,18,0,0
21,18,0,0
22,18,0,0
23,18,0,0
24,18,0,0
25,18,0,0
26,18,0,0
27,18,0,0
28,18,0,0
29,18,0,0
30,18,0,0
31,18,0,0
32,18,0,0
33,18,0,0
34,18,0,0
35,18,0,0
36,18,0,0
37,18,0,0
38,18,0,0
39,18,0,0
40,18,0,0
41,18,0,0
42,18,0,0
43,18,0,0
44,18,0,0
45,18,0,0
46,18,0,0
47,18,0,0
48,18,0.00449476297944784,0
49,18,0,0
50,18,0,0
51,18,0,0
1,19,0,0
2,19,0,0
3,19,0,0
4,19,0,0
5,19,0,0
6,19,0,0
7,19,0,0
8,19,0,0
9,19,0,0
10,19,0,0
11,19,0,0
12,19,0,0
13,19,0,0
14,19,0,0
15,19,0,0
16,19,0,0
17,19,0,0
18,19,0,0
19,19,0,0
20,19,0,0
21,19,0,0
22,19,0,0
23,19,0,0
24,19,0,0
25,19,0,0
26,19,0,0
27,19,0,0
28,19,0,0
29,19,0,0
30,19,0,0
31,19,0,0
32,19,0,0
33,19,0,0
34,19,0,0
35,19,0,0
36,19,0,0
37,19,0,0
38,19,0,0
39,19,0,0
40,19,0,0
41,19,0,0
42,19,0,0
43,19,0,0
44,19,0,0
45,19,0,0
46,19,0,0
47,19,0,0
48,19,0.0109871979802847,0
49,19,0,0
50,19,0,0
51,19,0,0
1,20,0,0
2,20,0,0
3,20,0,0
4,20,0,0
5,20,0,0
6,20,0,0
7,20,0,0
8,20,0,0
9,20,0,0
10,20,0,0
11,20,0,0
12,20,0,0
13,20,0,0
14,20,0,0
15,20,0,0
16,20,0,0
17,20,0,0
18,20,0,0
19,20,0,0
20,20,0,0
21,20,0,0
22,20,0,0
23,20,0,0
24,20,0,0
25,20,0,0
26,20,0,0
27,20,0,0
28,20,0,0
29,20,0,0
30,20,0,0
31,20,0,0
32,20,0,0
33,20,0,0
34,20,0,0
35,20,0,0
36,20,0,0
37,20,0,0
38,20,0,0
39,20,0,0
40,20,0,0
41,20,0,0
42,20,0,0
43,20,0,0
44,20,0,0
45,20,0,0
46,20,0,0
47,20,0,0
48,20,0.0109871979802847,0
49,20,0,0
50,20,0,0
51,20,0,0
1,21,0,0
2,21,0,0
3,21,0,0
4,21,0,0
5,21,0,0
6,21,0,0
7,21,0,0
8,21,0,0
9,21,0,0
10,21,0,0
11,21,0,0
12,21,0,0
13,21,0,0
14,21,0,0
15,21,0,0
16,21,0,0
17,21,0,0
18,21,0,0
19,21,0,0
20,21,0,0
21,21,0,0
22,21,0,0
23,21,0,0
24,21,0,0
25,21,0,0
26,21,0,0
27,21,0,0
28,21,0,0
29,21,0,0
30,21,0,0
31,21,0,0
32,21,0,0
33,21,0,0
34,21,0,0
35,21,0,0
36,21,0,0
37,21,0,0
38,21,0,0
39,21,0,0
40,21,0,0
41,21,0.000263296475168318,0
42,21,0,0
43,21,0.00133293343242258,0
44,21,0.00131540012080222,0
45,21,0,0
46,21,0,0
47,21,0,0
48,21,0.00699185393750668,0
49,21,0,0
50,21,0.000199858637643047,0
51,21,0.00579999992623925,0
1,22,0,0
2,22,0,0
3,22,0,0
4,22,0,0
5,22,0,0
6,22,0,0
7,22,0,0
8,22,0,0
9,22,0,0
10,22,0,0
11,22,0,0
12,22,0,0
13,22,0,0
14,22,0,0
15,22,0,0
16,22,0,0
17,22,0,0
18,22,0,0
19,22,0,0
20,22,0,0
21,22,0,0
22,22,0,0
23,22,0,0
24,22,0,0
25,22,0,0
26,22,0,0
27,22,0,0
28,22,0,0
29,22,0,0
30,22,0,0
31,22,0,0
32,22,0,0
33,22,0,0
34,22,0,0
35,22,0,0
36,22,0,0
37,22,0,0
38,22,0,0
39,22,0,0
40,22,0,0
41,22,0,0
42,22,0,0
43,22,0,0
44,22,0,0
45,22,0,0
46,22,0,0
47,22,0,0
48,22,0.00699185393750668,0
49,22,0,0
50,22,0.000299787963740528,0
51,22,0.00579999992623925,0
1,23,0,0
2,23,0,0
3,23,0,0
4,23,0,0
5,23,0,0
6,23,0,0
7,23,0,0
8,23,0,0
9,23,0,0
10,23,0,0
11,23,0,0
12,23,0,0
13,23,0,0
14,23,0,0
15,23,0,0
16,23,0,0
17,23,0,0
18,23,0,0
19,23,0,0
20,23,0,0
21,23,0,0
22,23,0,0
23,23,0,0
24,23,0,0
25,23,0,0
26,23,0,0
27,23,0,0
28,23,0,0
29,23,0,0
30,23,0,0
31,23,0,0
32,23,0,0
33,23,0,0
34,23,0,0
35,23,0,0
36,23,0,0
